label,scale,method,ene,delta,reldelta
Benzene ... Pyridine (pi-pi),1.5,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-0.8728965155718373,-0.15289651557183737,-0.2123562716275519
Benzene ... Pyridine (pi-pi),1.5,PBE+MBD(scs),-0.7612891056588647,-0.04128910565886468,-0.0573459800817565
Benzene ... Pyridine (pi-pi),1.5,"PBE+MBD(vvpol,beta[0.8],17base)",-0.8976176000849413,-0.17761760008494132,-0.24669111122908519
Benzene ... Pyridine (pi-pi),1.5,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-0.764416286375133,-0.04441628637513306,-0.061689286632129255
Benzene ... Pyridine (pi-pi),1.5,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-0.7123375153766066,0.007662484623393362,0.010642339754713003
Benzene ... Pyridine (pi-pi),1.5,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-0.7236901014607381,-0.0036901014607381155,-0.005125140917691827
Benzene ... Pyridine (pi-pi),1.5,PBE,-0.188204831618056,0.531795168381944,0.7386044005304777
Benzene ... Pyridine (pi-pi),2.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-0.16814808614996468,-0.018148086149964687,-0.12098724099976459
Benzene ... Pyridine (pi-pi),2.0,PBE+MBD(scs),-0.14642319651318167,0.003576803486818325,0.023845356578788834
Benzene ... Pyridine (pi-pi),2.0,"PBE+MBD(vvpol,beta[0.8],17base)",-0.1633228124038783,-0.013322812403878309,-0.08881874935918874
Benzene ... Pyridine (pi-pi),2.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-0.13820626024396507,0.011793739756034927,0.07862493170689952
Benzene ... Pyridine (pi-pi),2.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-0.13301891214705733,0.016981087852942667,0.11320725235295112
Benzene ... Pyridine (pi-pi),2.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-0.13270340447753537,0.017296595522464625,0.11531063681643083
Benzene ... Pyridine (pi-pi),2.0,PBE,-0.03331953811166756,0.11668046188833243,0.7778697459222162
Benzene ... Uracil (pi-pi),0.9,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-1.4959271093627733,2.0340728906372263,0.5762246149113955
Benzene ... Uracil (pi-pi),0.9,PBE+MBD(scs),-1.5428928069253998,1.9871071930746,0.5629198847236828
Benzene ... Uracil (pi-pi),0.9,"PBE+MBD(vvpol,beta[0.8],17base)",-2.931807813631795,0.5981921863682049,0.16945954288051132
Benzene ... Uracil (pi-pi),0.9,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-1.4304102375861594,2.0995897624138404,0.594784635244714
Benzene ... Uracil (pi-pi),0.9,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-1.0946002317260022,2.4353997682739976,0.6899149485195462
Benzene ... Uracil (pi-pi),0.9,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-1.0525356993148944,2.4774643006851056,0.7018312466530044
Benzene ... Uracil (pi-pi),0.9,PBE,5.005954030362198,8.535954030362198,2.418117289054447
Benzene ... Uracil (pi-pi),0.95,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.359348848159621,0.8606511518403783,0.16487569958627937
Benzene ... Uracil (pi-pi),0.95,PBE+MBD(scs),-3.6935816035463858,1.526418396453614,0.2924173173282786
Benzene ... Uracil (pi-pi),0.95,"PBE+MBD(vvpol,beta[0.8],17base)",-4.9638923624069395,0.2561076375930602,0.04906276582242533
Benzene ... Uracil (pi-pi),0.95,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.638435850647733,1.5815641493522667,0.30298163780694765
Benzene ... Uracil (pi-pi),0.95,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.4332443658317153,1.7867556341682844,0.3422903513732346
Benzene ... Uracil (pi-pi),0.95,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.3012689701314453,1.9187310298685545,0.36757299422769246
Benzene ... Uracil (pi-pi),0.95,PBE,2.072169748622804,7.292169748622804,1.3969673847936408
Benzene ... Uracil (pi-pi),1.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-5.649232055771887,0.060767944228112825,0.010642372018933945
Benzene ... Uracil (pi-pi),1.0,PBE+MBD(scs),-4.585299189892853,1.1247008101071474,0.19697036954591024
Benzene ... Uracil (pi-pi),1.0,"PBE+MBD(vvpol,beta[0.8],17base)",-5.705540858851709,0.004459141148291046,0.0007809354025028101
Benzene ... Uracil (pi-pi),1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-4.553985368392908,1.1560146316070918,0.20245440133224024
Benzene ... Uracil (pi-pi),1.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-4.4107342213214125,1.2992657786785875,0.22754216789467382
Benzene ... Uracil (pi-pi),1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-4.257131304854045,1.4528686951459546,0.2544428537908852
Benzene ... Uracil (pi-pi),1.0,PBE,0.4276526394136413,6.137652639413641,1.0748953834349635
Benzene ... Uracil (pi-pi),1.05,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-5.907612999109152,-0.35761299910915234,-0.06443477461426168
Benzene ... Uracil (pi-pi),1.05,PBE+MBD(scs),-4.7593763986142985,0.7906236013857013,0.1424547029523786
Benzene ... Uracil (pi-pi),1.05,"PBE+MBD(vvpol,beta[0.8],17base)",-5.722585873869716,-0.1725858738697159,-0.031096553850399264
Benzene ... Uracil (pi-pi),1.05,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-4.734856781496857,0.8151432185031426,0.14687265198254823
Benzene ... Uracil (pi-pi),1.05,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-4.612483184505043,0.9375168154949565,0.16892194873783
Benzene ... Uracil (pi-pi),1.05,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-4.476995350832503,1.0730046491674967,0.1933341710211706
Benzene ... Uracil (pi-pi),1.05,PBE,-0.44797110137086044,5.10202889862914,0.9192844862394847
Benzene ... Uracil (pi-pi),1.1,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-5.579682372330229,-0.49968237233022883,-0.09836267171854898
Benzene ... Uracil (pi-pi),1.1,PBE+MBD(scs),-4.547281480570927,0.5327185194290731,0.10486585028131361
Benzene ... Uracil (pi-pi),1.1,"PBE+MBD(vvpol,beta[0.8],17base)",-5.362111925321706,-0.2821119253217059,-0.05553384356726494
Benzene ... Uracil (pi-pi),1.1,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-4.522620557555501,0.5573794424444989,0.10972036268592497
Benzene ... Uracil (pi-pi),1.1,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-4.403579161528238,0.6764208384717625,0.13315370836058316
Benzene ... Uracil (pi-pi),1.1,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-4.302925133153825,0.7770748668461751,0.1529674934736565
Benzene ... Uracil (pi-pi),1.1,PBE,-0.8698968537001286,4.210103146299872,0.8287604618700535
Benzene ... Uracil (pi-pi),1.25,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.709559572016811,-0.4195595720168108,-0.12752570578018566
Benzene ... Uracil (pi-pi),1.25,PBE+MBD(scs),-3.2059738283774606,0.08402617162253945,0.025539869794084936
Benzene ... Uracil (pi-pi),1.25,"PBE+MBD(vvpol,beta[0.8],17base)",-3.678900786280757,-0.38890078628075697,-0.11820692592120273
Benzene ... Uracil (pi-pi),1.25,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.177979351844447,0.11202064815555302,0.03404882922661186
Benzene ... Uracil (pi-pi),1.25,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.0580889869132077,0.2319110130867923,0.07048966963124385
Benzene ... Uracil (pi-pi),1.25,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.041199414874593,0.24880058512540693,0.07562327815361912
Benzene ... Uracil (pi-pi),1.25,PBE,-0.9870106516589112,2.3029893483410886,0.6999967624137048
Benzene ... Uracil (pi-pi),1.5,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-1.5864755112573947,-0.22647551125739462,-0.1665261112186725
Benzene ... Uracil (pi-pi),1.5,PBE+MBD(scs),-1.424078342673516,-0.06407834267351586,-0.047116428436408724
Benzene ... Uracil (pi-pi),1.5,"PBE+MBD(vvpol,beta[0.8],17base)",-1.6110673738572252,-0.2510673738572251,-0.18460836313031256
Benzene ... Uracil (pi-pi),1.5,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-1.399520471099614,-0.039520471099613985,-0.02905916992618675
Benzene ... Uracil (pi-pi),1.5,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-1.3280383481423268,0.0319616518576733,0.023501214601230367
Benzene ... Uracil (pi-pi),1.5,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-1.3366867848158126,0.023313215184187497,0.017142069988373157
Benzene ... Uracil (pi-pi),1.5,PBE,-0.4672196607686508,0.8927803392313494,0.6564561317877569
Benzene ... Uracil (pi-pi),2.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-0.2944345468592858,-0.04443454685928577,-0.1777381874371431
Benzene ... Uracil (pi-pi),2.0,PBE+MBD(scs),-0.25899682972176075,-0.008996829721760746,-0.035987318887042985
Benzene ... Uracil (pi-pi),2.0,"PBE+MBD(vvpol,beta[0.8],17base)",-0.2853281034845058,-0.035328103484505824,-0.1413124139380233
Benzene ... Uracil (pi-pi),2.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-0.24162737010109991,0.008372629898900086,0.03349051959560034
Benzene ... Uracil (pi-pi),2.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-0.23083314544642267,0.019166854553577334,0.07666741821430934
Benzene ... Uracil (pi-pi),2.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-0.23032101390513005,0.019678986094869955,0.07871594437947982
Benzene ... Uracil (pi-pi),2.0,PBE,-0.0373821236740032,0.2126178763259968,0.8504715053039872
Benzene ... Water (OH-pi),0.9,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-2.85525016652404,-0.055250166524040356,-0.019732202330014416
Benzene ... Water (OH-pi),0.9,PBE+MBD(scs),-2.991613602148952,-0.1916136021489523,-0.06843342933891154
Benzene ... Water (OH-pi),0.9,"PBE+MBD(vvpol,beta[0.8],17base)",-3.3899946489721886,-0.5899946489721888,-0.21071237463292458
Benzene ... Water (OH-pi),0.9,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.9555939540988123,-0.1555939540988125,-0.055569269321004464
Benzene ... Water (OH-pi),0.9,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.8081675141175153,-0.008167514117515484,-0.002916969327684102
Benzene ... Water (OH-pi),0.9,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.8921599589234344,-0.09215995892343454,-0.032914271044083766
Benzene ... Water (OH-pi),0.9,PBE,-1.2905552227095907,1.5094447772904092,0.5390874204608604
Benzene ... Water (OH-pi),0.95,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.3859768032975914,-0.17597680329759147,-0.05482143404909392
Benzene ... Water (OH-pi),0.95,PBE+MBD(scs),-3.427037194207891,-0.21703719420789103,-0.06761283308657041
Benzene ... Water (OH-pi),0.95,"PBE+MBD(vvpol,beta[0.8],17base)",-3.790920145646753,-0.5809201456467532,-0.18097200798964275
Benzene ... Water (OH-pi),0.95,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.399959904914094,-0.18995990491409387,-0.059177540471680334
Benzene ... Water (OH-pi),0.95,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.286668383175303,-0.07666838317530322,-0.02388423151878605
Benzene ... Water (OH-pi),0.95,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.3407184578622022,-0.13071845786220226,-0.04072226101626239
Benzene ... Water (OH-pi),0.95,PBE,-1.8942059349933753,1.3157940650066247,0.4099046931484812
Benzene ... Water (OH-pi),1.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.5288104523548465,-0.25881045235484645,-0.07914692732564112
Benzene ... Water (OH-pi),1.0,PBE+MBD(scs),-3.501017414430291,-0.231017414430291,-0.07064752734871284
Benzene ... Water (OH-pi),1.0,"PBE+MBD(vvpol,beta[0.8],17base)",-3.8259923956150064,-0.5559923956150064,-0.17002825553975728
Benzene ... Water (OH-pi),1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.4790111091610862,-0.20901110916108623,-0.06391777038565329
Benzene ... Water (OH-pi),1.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.3947660011227043,-0.1247660011227043,-0.03815474040449673
Benzene ... Water (OH-pi),1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.4263219913690053,-0.15632199136900526,-0.04780489032691292
Benzene ... Water (OH-pi),1.0,PBE,-2.1362712141769915,1.1337287858230085,0.34670605071040017
Benzene ... Water (OH-pi),1.05,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.4643641552591613,-0.3343641552591614,-0.10682560870899727
Benzene ... Water (OH-pi),1.05,PBE+MBD(scs),-3.3729008161370384,-0.2429008161370385,-0.07760409461247238
Benzene ... Water (OH-pi),1.05,"PBE+MBD(vvpol,beta[0.8],17base)",-3.6573947742493624,-0.5273947742493625,-0.16849673298701678
Benzene ... Water (OH-pi),1.05,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.353486015078283,-0.22348601507828292,-0.07140128277261436
Benzene ... Water (OH-pi),1.05,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.2916484098282854,-0.16164840982828554,-0.05164485937005928
Benzene ... Water (OH-pi),1.05,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.3072243401183834,-0.1772243401183835,-0.05662119492600112
Benzene ... Water (OH-pi),1.05,PBE,-2.171814544257419,0.9581854557425808,0.3061295385759044
Benzene ... Water (OH-pi),1.1,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.2902627652817538,-0.39026276528175385,-0.1345733673385358
Benzene ... Water (OH-pi),1.1,PBE+MBD(scs),-3.140537207563998,-0.2405372075639982,-0.08294386467724077
Benzene ... Water (OH-pi),1.1,"PBE+MBD(vvpol,beta[0.8],17base)",-3.3855052407585458,-0.48550524075854584,-0.16741560026156754
Benzene ... Water (OH-pi),1.1,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.122412138467463,-0.2224121384674631,-0.07669384085084935
Benzene ... Water (OH-pi),1.1,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.0748671519683026,-0.17486715196830271,-0.060299017920104385
Benzene ... Water (OH-pi),1.1,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.081283070832057,-0.1812830708320572,-0.06251140373519214
Benzene ... Water (OH-pi),1.1,PBE,-2.0945029108585005,0.8054970891414994,0.2777576169453446
Benzene ... Water (OH-pi),1.25,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-2.491192100811825,-0.39119210081182487,-0.18628195276753565
Benzene ... Water (OH-pi),1.25,PBE+MBD(scs),-2.2922990593225365,-0.19229905932253644,-0.09157098062977925
Benzene ... Water (OH-pi),1.25,"PBE+MBD(vvpol,beta[0.8],17base)",-2.4414083218022182,-0.34140832180221814,-0.16257539133438959
Benzene ... Water (OH-pi),1.25,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.2788325226751285,-0.1788325226751284,-0.08515834413101352
Benzene ... Water (OH-pi),1.25,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.24878608700634,-0.14878608700633977,-0.07085051762206655
Benzene ... Water (OH-pi),1.25,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.2550448691853373,-0.15504486918533722,-0.07383089008825582
Benzene ... Water (OH-pi),1.25,PBE,-1.6349271825463403,0.4650728174536598,0.22146324640650467
Benzene ... Water (OH-pi),1.5,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-1.3008210275155607,-0.1408210275155608,-0.12139743751341449
Benzene ... Water (OH-pi),1.5,PBE+MBD(scs),-1.2310395405445445,-0.07103954054454453,-0.061240983228055636
Benzene ... Water (OH-pi),1.5,"PBE+MBD(vvpol,beta[0.8],17base)",-1.297668981046647,-0.13766898104664715,-0.11868015607469583
Benzene ... Water (OH-pi),1.5,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-1.2280059572137383,-0.06800595721373837,-0.05862582518425721
Benzene ... Water (OH-pi),1.5,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-1.2081731910456044,-0.04817319104560447,-0.04152861297034868
Benzene ... Water (OH-pi),1.5,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-1.2191503286916747,-0.0591503286916748,-0.0509916626652369
Benzene ... Water (OH-pi),1.5,PBE,-0.9455957087997979,0.214404291200202,0.1848312855174155
Benzene ... Water (OH-pi),2.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-0.4219531758974083,-0.001953175897408288,-0.004650418803353067
Benzene ... Water (OH-pi),2.0,PBE+MBD(scs),-0.40840486545165094,0.01159513454834904,0.027607463210354857
Benzene ... Water (OH-pi),2.0,"PBE+MBD(vvpol,beta[0.8],17base)",-0.42136820080176784,-0.0013682008017678604,-0.003257620956590144
Benzene ... Water (OH-pi),2.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-0.40700454081108717,0.012995459188912817,0.03094156949741147
Benzene ... Water (OH-pi),2.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-0.4030786215575401,0.01692137844245989,0.040288996291571164
Benzene ... Water (OH-pi),2.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-0.4057695343620162,0.014230465637983802,0.03388206104281858
Benzene ... Water (OH-pi),2.0,PBE,-0.34307529781197166,0.07692470218802833,0.1831540528286389
Cyclopentane ... Cyclopentane,0.9,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-2.8998053529661223,-0.6598053529661221,-0.2945559611455902
Cyclopentane ... Cyclopentane,0.9,PBE+MBD(scs),-2.797236984024874,-0.5572369840248736,-0.24876651072539
Cyclopentane ... Cyclopentane,0.9,"PBE+MBD(vvpol,beta[0.8],17base)",-3.843048722434739,-1.603048722434739,-0.715646751086937
Cyclopentane ... Cyclopentane,0.9,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.5628879043156747,-0.3228879043156745,-0.1441463858552118
Cyclopentane ... Cyclopentane,0.9,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.1718939806440143,0.06810601935598593,0.03040447292677943
Cyclopentane ... Cyclopentane,0.9,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.3014338979369926,-0.06143389793699239,-0.027425847293300172
Cyclopentane ... Cyclopentane,0.9,PBE,1.9675952416611568,4.207595241661157,1.8783907328844451
Cyclopentane ... Cyclopentane,0.95,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.7867828081549466,-0.9467828081549468,-0.3333742282235728
Cyclopentane ... Cyclopentane,0.95,PBE+MBD(scs),-3.381511520261433,-0.5415115202614333,-0.1906730705145892
Cyclopentane ... Cyclopentane,0.95,"PBE+MBD(vvpol,beta[0.8],17base)",-4.403334792853658,-1.5633347928536585,-0.5504699974836826
Cyclopentane ... Cyclopentane,0.95,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.2619240084997427,-0.4219240084997429,-0.14856479172526157
Cyclopentane ... Cyclopentane,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.946151677081901,-0.10615167708190132,-0.03737735108517652
Cyclopentane ... Cyclopentane,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.0216301435046313,-0.18163014350463147,-0.06395427588191249
Cyclopentane ... Cyclopentane,0.95,PBE,0.7737297089918641,3.613729708991864,1.272440038377417
Cyclopentane ... Cyclopentane,1.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.097829377849027,-1.0978293778490267,-0.36594312594967554
Cyclopentane ... Cyclopentane,1.0,PBE+MBD(scs),-3.501881895437381,-0.5018818954373812,-0.16729396514579373
Cyclopentane ... Cyclopentane,1.0,"PBE+MBD(vvpol,beta[0.8],17base)",-4.468580511966365,-1.4685805119663646,-0.48952683732212154
Cyclopentane ... Cyclopentane,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.479009769167304,-0.4790097691673041,-0.15966992305576802
Cyclopentane ... Cyclopentane,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.2283817550319234,-0.22838175503192337,-0.07612725167730779
Cyclopentane ... Cyclopentane,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.267419905264572,-0.26741990526457204,-0.08913996842152401
Cyclopentane ... Cyclopentane,1.0,PBE,0.02740449359234006,3.02740449359234,1.0091348311974466
Cyclopentane ... Cyclopentane,1.05,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.9882936730746814,-1.1282936730746815,-0.3945082772988397
Cyclopentane ... Cyclopentane,1.05,PBE+MBD(scs),-3.3208464532585946,-0.46084645325859475,-0.16113512351699116
Cyclopentane ... Cyclopentane,1.05,"PBE+MBD(vvpol,beta[0.8],17base)",-4.207970187660012,-1.3479701876600125,-0.4713182474335708
Cyclopentane ... Cyclopentane,1.05,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.3654030102758417,-0.5054030102758418,-0.17671433925728736
Cyclopentane ... Cyclopentane,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.1548418384066785,-0.29484183840667866,-0.1030915518904471
Cyclopentane ... Cyclopentane,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.1744047906096777,-0.31440479060967785,-0.10993174496841883
Cyclopentane ... Cyclopentane,1.05,PBE,-0.3593476947286644,2.5006523052713354,0.8743539528920754
Cyclopentane ... Cyclopentane,1.1,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.693042553588676,-1.0930425535886759,-0.4204009821494907
Cyclopentane ... Cyclopentane,1.1,PBE+MBD(scs),-3.0068084044604997,-0.4068084044604996,-0.156464770946346
Cyclopentane ... Cyclopentane,1.1,"PBE+MBD(vvpol,beta[0.8],17base)",-3.8020142540389243,-1.2020142540389243,-0.4623131746303555
Cyclopentane ... Cyclopentane,1.1,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.091865822209468,-0.49186582220946784,-0.18917916238825686
Cyclopentane ... Cyclopentane,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.911206983405972,-0.3112069834059721,-0.11969499361768157
Cyclopentane ... Cyclopentane,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.9270084720779974,-0.3270084720779973,-0.1257724892607682
Cyclopentane ... Cyclopentane,1.1,PBE,-0.5277312724691813,2.072268727530819,0.7970264336656996
Cyclopentane ... Cyclopentane,1.25,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-2.4600105512669277,-0.7500105512669277,-0.43860266155960687
Cyclopentane ... Cyclopentane,1.25,PBE+MBD(scs),-1.9890705429742288,-0.27907054297422884,-0.16319914793814552
Cyclopentane ... Cyclopentane,1.25,"PBE+MBD(vvpol,beta[0.8],17base)",-2.5043309397881584,-0.7943309397881584,-0.4645210174199757
Cyclopentane ... Cyclopentane,1.25,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.0956441125585172,-0.38564411255851727,-0.22552287284123818
Cyclopentane ... Cyclopentane,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-1.958256062440126,-0.248256062440126,-0.14517898388311462
Cyclopentane ... Cyclopentane,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-1.985111893327858,-0.275111893327858,-0.1608841481449462
Cyclopentane ... Cyclopentane,1.25,PBE,-0.5221603008245633,1.1878396991754365,0.6946430989330038
Cyclopentane ... Cyclopentane,1.5,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-1.0890131227686157,-0.2990131227686157,-0.3784976237577414
Cyclopentane ... Cyclopentane,1.5,PBE+MBD(scs),-0.9041466897784204,-0.11414668977842035,-0.14448948073217766
Cyclopentane ... Cyclopentane,1.5,"PBE+MBD(vvpol,beta[0.8],17base)",-1.1231395425529576,-0.3331395425529575,-0.42169562348475637
Cyclopentane ... Cyclopentane,1.5,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-0.9670668312646836,-0.1770668312646836,-0.22413522944896655
Cyclopentane ... Cyclopentane,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-0.8846385634049013,-0.09463856340490129,-0.11979564987962188
Cyclopentane ... Cyclopentane,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-0.9076582896999946,-0.11765828969999459,-0.1489345439240438
Cyclopentane ... Cyclopentane,1.5,PBE,-0.2381319920970494,0.5518680079029507,0.6985670986113299
Cyclopentane ... Cyclopentane,2.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-0.2590680276250661,-0.05906802762506608,-0.2953401381253304
Cyclopentane ... Cyclopentane,2.0,PBE+MBD(scs),-0.20983963579340265,-0.009839635793402635,-0.04919817896701317
Cyclopentane ... Cyclopentane,2.0,"PBE+MBD(vvpol,beta[0.8],17base)",-0.24988134298597472,-0.049881342985974714,-0.24940671492987357
Cyclopentane ... Cyclopentane,2.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-0.22518911724024346,-0.025189117240243447,-0.12594558620121724
Cyclopentane ... Cyclopentane,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-0.1984690633126888,0.0015309366873112185,0.007654683436556092
Cyclopentane ... Cyclopentane,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-0.20264375577468996,-0.0026437557746899487,-0.013218778873449744
Cyclopentane ... Cyclopentane,2.0,PBE,-0.02484813693302337,0.17515186306697664,0.8757593153348832
Cyclopentane ... Neopentane,0.9,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-2.280460336551536,-0.670460336551536,-0.4164349916469168
Cyclopentane ... Neopentane,0.9,PBE+MBD(scs),-2.237953830861656,-0.6279538308616559,-0.39003343531779866
Cyclopentane ... Neopentane,0.9,"PBE+MBD(vvpol,beta[0.8],17base)",-3.353181609344183,-1.7431816093441828,-1.08272149648707
