group,label,fragment,i_atom,species,hirsh_ratios,vv_ratios,alpha_0_free,alpha_0_vv_free,alpha_0_hirsh,alpha_0_rsscs,alpha_0_vv,alpha_0_vv[nm],alpha_0_vvcorr,C6_vv,C6_vv_nm,Rvdw_free,Rvdw_17_free,Rvdw_hirsh,Rvdw_vv17,Rvdw_vvcorr17,group
D,Ethene ... Pentane,fragment-1,1,C,0.78,0.69,12.0,11.96,9.39,9.48,8.25,8.25,8.28,31.74,31.74,3.59,3.57,3.31,3.38,3.38,D
D,Ethene ... Pentane,fragment-1,2,H,0.6,0.38,4.5,5.78,2.72,2.04,2.22,2.22,1.73,2.2,2.2,3.1,3.1,2.62,2.8,2.7,D
D,Ethene ... Pentane,fragment-1,3,H,0.6,0.38,4.5,5.78,2.72,2.04,2.22,2.22,1.73,2.2,2.2,3.1,3.1,2.62,2.8,2.7,D
D,Ethene ... Pentane,fragment-1,4,C,0.78,0.69,12.0,11.96,9.39,9.48,8.25,8.25,8.28,31.74,31.74,3.59,3.57,3.31,3.38,3.38,D
D,Ethene ... Pentane,fragment-1,5,H,0.6,0.38,4.5,5.78,2.72,2.04,2.22,2.22,1.73,2.2,2.2,3.1,3.1,2.62,2.8,2.7,D
D,Ethene ... Pentane,fragment-1,6,H,0.6,0.38,4.5,5.78,2.72,2.04,2.22,2.22,1.73,2.2,2.2,3.1,3.1,2.62,2.8,2.7,D
D,Ethene ... Pentane,fragment-2,1,C,0.76,0.66,12.0,11.96,9.18,9.9,7.85,7.84,7.87,29.9,29.87,3.59,3.57,3.28,3.36,3.36,D
D,Ethene ... Pentane,fragment-2,2,H,0.61,0.41,4.5,5.78,2.75,1.82,2.39,2.39,1.86,2.41,2.4,3.1,3.1,2.63,2.83,2.73,D
D,Ethene ... Pentane,fragment-2,3,H,0.61,0.41,4.5,5.78,2.75,1.81,2.39,2.38,1.86,2.4,2.4,3.1,3.1,2.63,2.83,2.73,D
D,Ethene ... Pentane,fragment-2,4,H,0.59,0.39,4.5,5.78,2.67,1.88,2.24,2.24,1.75,2.26,2.26,3.1,3.1,2.61,2.81,2.71,D
D,Ethene ... Pentane,fragment-2,5,C,0.79,0.66,12.0,11.96,9.52,10.54,7.91,7.89,7.94,29.71,29.64,3.59,3.57,3.32,3.36,3.36,D
D,Ethene ... Pentane,fragment-2,6,H,0.63,0.42,4.5,5.78,2.82,1.64,2.43,2.43,1.89,2.45,2.44,3.1,3.1,2.65,2.84,2.74,D
D,Ethene ... Pentane,fragment-2,7,H,0.63,0.42,4.5,5.78,2.82,1.63,2.43,2.43,1.9,2.45,2.44,3.1,3.1,2.65,2.84,2.74,D
D,Ethene ... Pentane,fragment-2,8,C,0.8,0.67,12.0,11.96,9.63,10.16,8.06,8.04,8.09,30.2,30.11,3.59,3.57,3.34,3.37,3.37,D
D,Ethene ... Pentane,fragment-2,9,H,0.64,0.45,4.5,5.78,2.9,1.61,2.58,2.57,2.01,2.61,2.6,3.1,3.1,2.68,2.86,2.76,D
D,Ethene ... Pentane,fragment-2,10,H,0.65,0.45,4.5,5.78,2.9,1.61,2.59,2.58,2.02,2.62,2.6,3.1,3.1,2.68,2.86,2.76,D
D,Ethene ... Pentane,fragment-2,11,C,0.79,0.66,12.0,11.96,9.52,10.54,7.91,7.89,7.94,29.71,29.64,3.59,3.57,3.32,3.36,3.36,D
D,Ethene ... Pentane,fragment-2,12,H,0.63,0.42,4.5,5.78,2.82,1.64,2.43,2.43,1.89,2.45,2.44,3.1,3.1,2.65,2.84,2.74,D
D,Ethene ... Pentane,fragment-2,13,H,0.63,0.42,4.5,5.78,2.82,1.63,2.43,2.43,1.9,2.45,2.44,3.1,3.1,2.65,2.84,2.74,D
D,Ethene ... Pentane,fragment-2,14,C,0.76,0.66,12.0,11.96,9.18,9.9,7.85,7.84,7.87,29.9,29.87,3.59,3.57,3.28,3.36,3.36,D
D,Ethene ... Pentane,fragment-2,15,H,0.61,0.41,4.5,5.78,2.75,1.82,2.39,2.39,1.86,2.41,2.4,3.1,3.1,2.63,2.83,2.73,D
D,Ethene ... Pentane,fragment-2,16,H,0.59,0.39,4.5,5.78,2.67,1.88,2.24,2.24,1.75,2.26,2.26,3.1,3.1,2.61,2.81,2.71,D
D,Ethene ... Pentane,fragment-2,17,H,0.61,0.41,4.5,5.78,2.75,1.82,2.39,2.38,1.86,2.4,2.4,3.1,3.1,2.63,2.83,2.73,D
D,Ethyne ... Pentane,complex,1,C,0.82,0.75,12.0,11.96,9.89,8.99,8.99,8.87,9.02,34.96,34.89,3.59,3.57,3.37,3.42,3.42,D
D,Ethyne ... Pentane,complex,2,H,0.59,0.35,4.5,5.78,2.66,2.47,2.05,2.03,1.6,1.88,1.87,3.1,3.1,2.6,2.77,2.67,D
D,Ethyne ... Pentane,complex,3,C,0.82,0.75,12.0,11.96,9.89,8.99,8.99,8.87,9.02,34.95,34.89,3.59,3.57,3.37,3.42,3.42,D
D,Ethyne ... Pentane,complex,4,H,0.59,0.35,4.5,5.78,2.66,2.47,2.05,2.03,1.6,1.88,1.87,3.1,3.1,2.6,2.77,2.67,D
D,Ethyne ... Pentane,complex,5,C,0.77,0.66,12.0,11.96,9.18,9.9,7.85,7.84,7.88,29.9,29.87,3.59,3.57,3.28,3.36,3.36,D
D,Ethyne ... Pentane,complex,6,H,0.61,0.42,4.5,5.78,2.76,1.82,2.44,2.39,1.9,2.42,2.41,3.1,3.1,2.63,2.84,2.74,D
D,Ethyne ... Pentane,complex,7,H,0.61,0.41,4.5,5.78,2.75,1.82,2.39,2.38,1.86,2.4,2.4,3.1,3.1,2.63,2.83,2.73,D
D,Ethyne ... Pentane,complex,8,H,0.59,0.39,4.5,5.78,2.68,1.89,2.25,2.25,1.75,2.26,2.26,3.1,3.1,2.61,2.81,2.71,D
D,Ethyne ... Pentane,complex,9,C,0.79,0.66,12.0,11.96,9.52,10.53,7.95,7.89,7.97,29.7,29.62,3.59,3.57,3.32,3.36,3.36,D
D,Ethyne ... Pentane,complex,10,H,0.63,0.42,4.5,5.78,2.82,1.64,2.43,2.42,1.89,2.44,2.44,3.1,3.1,2.65,2.84,2.74,D
D,Ethyne ... Pentane,complex,11,H,0.63,0.45,4.5,5.78,2.84,1.64,2.59,2.44,2.02,2.48,2.45,3.1,3.1,2.66,2.86,2.76,D
D,Ethyne ... Pentane,complex,12,C,0.8,0.68,12.0,11.96,9.63,10.15,8.11,8.04,8.13,30.19,30.08,3.59,3.57,3.34,3.37,3.37,D
D,Ethyne ... Pentane,complex,13,H,0.64,0.45,4.5,5.78,2.9,1.62,2.57,2.56,2.0,2.6,2.59,3.1,3.1,2.68,2.86,2.76,D
D,Ethyne ... Pentane,complex,14,H,0.65,0.48,4.5,5.78,2.92,1.61,2.76,2.59,2.15,2.64,2.61,3.1,3.1,2.68,2.89,2.79,D
D,Ethyne ... Pentane,complex,15,C,0.79,0.66,12.0,11.96,9.52,10.53,7.95,7.89,7.97,29.7,29.62,3.59,3.57,3.32,3.36,3.36,D
D,Ethyne ... Pentane,complex,16,H,0.63,0.42,4.5,5.78,2.82,1.64,2.43,2.42,1.89,2.44,2.44,3.1,3.1,2.65,2.84,2.74,D
D,Ethyne ... Pentane,complex,17,H,0.63,0.45,4.5,5.78,2.84,1.64,2.59,2.44,2.02,2.48,2.45,3.1,3.1,2.66,2.86,2.76,D
D,Ethyne ... Pentane,complex,18,C,0.77,0.66,12.0,11.96,9.18,9.9,7.85,7.84,7.88,29.9,29.87,3.59,3.57,3.28,3.36,3.36,D
D,Ethyne ... Pentane,complex,19,H,0.61,0.42,4.5,5.78,2.76,1.82,2.44,2.39,1.9,2.42,2.41,3.1,3.1,2.63,2.84,2.74,D
D,Ethyne ... Pentane,complex,20,H,0.59,0.39,4.5,5.78,2.68,1.89,2.25,2.25,1.75,2.26,2.26,3.1,3.1,2.61,2.81,2.71,D
D,Ethyne ... Pentane,complex,21,H,0.61,0.41,4.5,5.78,2.75,1.82,2.39,2.38,1.86,2.4,2.4,3.1,3.1,2.63,2.83,2.73,D
D,Ethyne ... Pentane,fragment-1,1,C,0.83,0.74,12.0,11.96,9.91,9.0,8.87,8.87,8.89,34.9,34.88,3.59,3.57,3.37,3.41,3.42,D
D,Ethyne ... Pentane,fragment-1,2,H,0.59,0.35,4.5,5.78,2.67,2.47,2.03,2.03,1.58,1.87,1.87,3.1,3.1,2.6,2.77,2.67,D
D,Ethyne ... Pentane,fragment-1,3,C,0.83,0.74,12.0,11.96,9.91,9.0,8.87,8.86,8.89,34.9,34.88,3.59,3.57,3.37,3.41,3.42,D
D,Ethyne ... Pentane,fragment-1,4,H,0.59,0.35,4.5,5.78,2.67,2.47,2.03,2.03,1.58,1.87,1.87,3.1,3.1,2.6,2.77,2.67,D
D,Ethyne ... Pentane,fragment-2,1,C,0.76,0.66,12.0,11.96,9.18,9.9,7.85,7.84,7.87,29.89,29.86,3.59,3.57,3.28,3.36,3.36,D
D,Ethyne ... Pentane,fragment-2,2,H,0.61,0.41,4.5,5.78,2.75,1.81,2.4,2.39,1.87,2.41,2.4,3.1,3.1,2.63,2.83,2.73,D
D,Ethyne ... Pentane,fragment-2,3,H,0.61,0.41,4.5,5.78,2.75,1.82,2.39,2.38,1.86,2.4,2.4,3.1,3.1,2.63,2.83,2.73,D
D,Ethyne ... Pentane,fragment-2,4,H,0.59,0.39,4.5,5.78,2.67,1.88,2.24,2.24,1.75,2.26,2.26,3.1,3.1,2.61,2.81,2.71,D
D,Ethyne ... Pentane,fragment-2,5,C,0.79,0.66,12.0,11.96,9.52,10.53,7.91,7.89,7.94,29.7,29.62,3.59,3.57,3.32,3.36,3.36,D
D,Ethyne ... Pentane,fragment-2,6,H,0.63,0.42,4.5,5.78,2.82,1.64,2.42,2.42,1.89,2.44,2.43,3.1,3.1,2.65,2.84,2.74,D
D,Ethyne ... Pentane,fragment-2,7,H,0.63,0.42,4.5,5.78,2.83,1.63,2.44,2.44,1.9,2.46,2.45,3.1,3.1,2.66,2.84,2.74,D
D,Ethyne ... Pentane,fragment-2,8,C,0.8,0.67,12.0,11.96,9.63,10.15,8.06,8.03,8.08,30.18,30.08,3.59,3.57,3.34,3.37,3.37,D
D,Ethyne ... Pentane,fragment-2,9,H,0.64,0.45,4.5,5.78,2.9,1.62,2.57,2.56,2.0,2.6,2.59,3.1,3.1,2.68,2.86,2.76,D
D,Ethyne ... Pentane,fragment-2,10,H,0.65,0.45,4.5,5.78,2.91,1.6,2.6,2.58,2.02,2.62,2.61,3.1,3.1,2.68,2.87,2.76,D
D,Ethyne ... Pentane,fragment-2,11,C,0.79,0.66,12.0,11.96,9.52,10.53,7.91,7.89,7.94,29.7,29.62,3.59,3.57,3.32,3.36,3.36,D
D,Ethyne ... Pentane,fragment-2,12,H,0.63,0.42,4.5,5.78,2.82,1.64,2.42,2.42,1.89,2.44,2.43,3.1,3.1,2.65,2.84,2.74,D
D,Ethyne ... Pentane,fragment-2,13,H,0.63,0.42,4.5,5.78,2.83,1.63,2.44,2.44,1.9,2.46,2.45,3.1,3.1,2.66,2.84,2.74,D
D,Ethyne ... Pentane,fragment-2,14,C,0.76,0.66,12.0,11.96,9.18,9.9,7.85,7.84,7.87,29.89,29.86,3.59,3.57,3.28,3.36,3.36,D
D,Ethyne ... Pentane,fragment-2,15,H,0.61,0.41,4.5,5.78,2.75,1.81,2.4,2.39,1.87,2.41,2.4,3.1,3.1,2.63,2.83,2.73,D
D,Ethyne ... Pentane,fragment-2,16,H,0.59,0.39,4.5,5.78,2.67,1.88,2.24,2.24,1.75,2.26,2.26,3.1,3.1,2.61,2.81,2.71,D
D,Ethyne ... Pentane,fragment-2,17,H,0.61,0.41,4.5,5.78,2.75,1.82,2.39,2.38,1.86,2.4,2.4,3.1,3.1,2.63,2.83,2.73,D
D,Neopentane ... Neopentane,complex,1,C,0.85,0.68,12.0,11.96,10.18,11.76,8.08,8.04,8.1,29.42,29.31,3.59,3.57,3.4,3.37,3.37,D
D,Neopentane ... Neopentane,complex,2,C,0.79,0.69,12.0,11.96,9.42,8.95,8.21,8.18,8.23,31.07,30.96,3.59,3.57,3.31,3.38,3.38,D
D,Neopentane ... Neopentane,complex,3,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,4,H,0.63,0.5,4.5,5.78,2.84,1.89,2.91,2.55,2.27,2.61,2.56,3.1,3.1,2.66,2.91,2.81,D
D,Neopentane ... Neopentane,complex,5,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,6,C,0.79,0.69,12.0,11.96,9.42,8.95,8.21,8.18,8.24,31.06,30.95,3.59,3.57,3.31,3.38,3.38,D
D,Neopentane ... Neopentane,complex,7,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,8,H,0.63,0.51,4.5,5.78,2.84,1.89,2.92,2.55,2.28,2.61,2.56,3.1,3.1,2.66,2.91,2.81,D
D,Neopentane ... Neopentane,complex,9,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,10,C,0.79,0.69,12.0,11.96,9.42,8.95,8.21,8.18,8.23,31.06,30.95,3.59,3.57,3.31,3.38,3.38,D
D,Neopentane ... Neopentane,complex,11,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,12,H,0.63,0.5,4.5,5.78,2.84,1.89,2.9,2.55,2.26,2.6,2.56,3.1,3.1,2.66,2.91,2.81,D
D,Neopentane ... Neopentane,complex,13,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,14,C,0.79,0.69,12.0,11.96,9.42,8.95,8.2,8.17,8.23,31.05,30.94,3.59,3.57,3.31,3.38,3.38,D
D,Neopentane ... Neopentane,complex,15,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,16,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,17,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,18,C,0.85,0.68,12.0,11.96,10.18,11.76,8.08,8.04,8.1,29.42,29.31,3.59,3.57,3.4,3.37,3.37,D
D,Neopentane ... Neopentane,complex,19,C,0.79,0.69,12.0,11.96,9.42,8.95,8.21,8.18,8.23,31.07,30.96,3.59,3.57,3.31,3.38,3.38,D
D,Neopentane ... Neopentane,complex,20,H,0.63,0.5,4.5,5.78,2.84,1.89,2.91,2.55,2.27,2.61,2.56,3.1,3.1,2.66,2.91,2.81,D
D,Neopentane ... Neopentane,complex,21,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,22,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,23,C,0.79,0.69,12.0,11.96,9.42,8.95,8.21,8.18,8.24,31.06,30.95,3.59,3.57,3.31,3.38,3.38,D
D,Neopentane ... Neopentane,complex,24,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,25,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,26,H,0.63,0.51,4.5,5.78,2.84,1.89,2.92,2.55,2.28,2.61,2.56,3.1,3.1,2.66,2.91,2.81,D
D,Neopentane ... Neopentane,complex,27,C,0.79,0.69,12.0,11.96,9.42,8.95,8.2,8.17,8.23,31.05,30.94,3.59,3.57,3.31,3.38,3.38,D
D,Neopentane ... Neopentane,complex,28,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,29,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,30,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,31,C,0.79,0.69,12.0,11.96,9.42,8.95,8.21,8.18,8.23,31.06,30.95,3.59,3.57,3.31,3.38,3.38,D
D,Neopentane ... Neopentane,complex,32,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,33,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,complex,34,H,0.63,0.5,4.5,5.78,2.84,1.89,2.9,2.55,2.26,2.61,2.56,3.1,3.1,2.66,2.91,2.81,D
D,Neopentane ... Neopentane,fragment-1,1,C,0.85,0.67,12.0,11.96,10.18,11.76,8.07,8.04,8.1,29.42,29.31,3.59,3.57,3.4,3.37,3.37,D
D,Neopentane ... Neopentane,fragment-1,2,C,0.79,0.69,12.0,11.96,9.42,8.95,8.2,8.17,8.23,31.07,30.96,3.59,3.57,3.31,3.38,3.38,D
D,Neopentane ... Neopentane,fragment-1,3,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-1,4,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.56,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-1,5,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-1,6,C,0.79,0.69,12.0,11.96,9.42,8.95,8.2,8.17,8.23,31.06,30.95,3.59,3.57,3.31,3.38,3.38,D
D,Neopentane ... Neopentane,fragment-1,7,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-1,8,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.56,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-1,9,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-1,10,C,0.79,0.69,12.0,11.96,9.42,8.95,8.2,8.17,8.23,31.05,30.94,3.59,3.57,3.31,3.38,3.38,D
D,Neopentane ... Neopentane,fragment-1,11,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-1,12,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.56,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-1,13,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-1,14,C,0.79,0.69,12.0,11.96,9.42,8.95,8.2,8.17,8.23,31.05,30.94,3.59,3.57,3.31,3.38,3.38,D
D,Neopentane ... Neopentane,fragment-1,15,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-1,16,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-1,17,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-2,1,C,0.85,0.67,12.0,11.96,10.18,11.76,8.07,8.04,8.1,29.42,29.31,3.59,3.57,3.4,3.37,3.37,D
D,Neopentane ... Neopentane,fragment-2,2,C,0.79,0.69,12.0,11.96,9.42,8.95,8.2,8.17,8.23,31.06,30.96,3.59,3.57,3.31,3.38,3.38,D
D,Neopentane ... Neopentane,fragment-2,3,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.56,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-2,4,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-2,5,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-2,6,C,0.79,0.69,12.0,11.96,9.42,8.95,8.2,8.17,8.23,31.06,30.95,3.59,3.57,3.31,3.38,3.38,D
D,Neopentane ... Neopentane,fragment-2,7,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-2,8,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-2,9,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.56,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-2,10,C,0.79,0.69,12.0,11.96,9.42,8.95,8.2,8.17,8.23,31.05,30.94,3.59,3.57,3.31,3.38,3.38,D
D,Neopentane ... Neopentane,fragment-2,11,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-2,12,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-2,13,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-2,14,C,0.79,0.69,12.0,11.96,9.42,8.95,8.2,8.17,8.23,31.06,30.95,3.59,3.57,3.31,3.38,3.38,D
D,Neopentane ... Neopentane,fragment-2,15,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-2,16,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Neopentane,fragment-2,17,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.56,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Pentane,complex,1,C,0.76,0.66,12.0,11.96,9.18,9.9,7.86,7.84,7.89,29.9,29.87,3.59,3.57,3.28,3.36,3.36,D
D,Neopentane ... Pentane,complex,2,H,0.61,0.41,4.5,5.78,2.75,1.81,2.39,2.38,1.86,2.4,2.4,3.1,3.1,2.63,2.83,2.73,D
D,Neopentane ... Pentane,complex,3,H,0.61,0.43,4.5,5.78,2.76,1.82,2.5,2.39,1.95,2.42,2.4,3.1,3.1,2.63,2.85,2.75,D
D,Neopentane ... Pentane,complex,4,H,0.59,0.39,4.5,5.78,2.67,1.88,2.25,2.24,1.75,2.26,2.26,3.1,3.1,2.61,2.81,2.71,D
D,Neopentane ... Pentane,complex,5,C,0.79,0.66,12.0,11.96,9.52,10.54,7.95,7.9,7.97,29.72,29.65,3.59,3.57,3.32,3.36,3.36,D
D,Neopentane ... Pentane,complex,6,H,0.63,0.47,4.5,5.78,2.83,1.64,2.74,2.44,2.14,2.49,2.46,3.1,3.1,2.66,2.89,2.79,D
D,Neopentane ... Pentane,complex,7,H,0.63,0.42,4.5,5.78,2.82,1.63,2.43,2.43,1.89,2.45,2.44,3.1,3.1,2.65,2.84,2.74,D
D,Neopentane ... Pentane,complex,8,C,0.8,0.68,12.0,11.96,9.63,10.17,8.12,8.04,8.14,30.22,30.11,3.59,3.57,3.34,3.37,3.37,D
D,Neopentane ... Pentane,complex,9,H,0.65,0.5,4.5,5.78,2.91,1.62,2.89,2.59,2.25,2.65,2.61,3.1,3.1,2.68,2.91,2.81,D
D,Neopentane ... Pentane,complex,10,H,0.64,0.45,4.5,5.78,2.9,1.61,2.58,2.57,2.01,2.61,2.6,3.1,3.1,2.68,2.86,2.76,D
D,Neopentane ... Pentane,complex,11,C,0.79,0.66,12.0,11.96,9.52,10.54,7.94,7.9,7.97,29.72,29.64,3.59,3.57,3.32,3.36,3.36,D
D,Neopentane ... Pentane,complex,12,H,0.63,0.47,4.5,5.78,2.83,1.64,2.74,2.44,2.14,2.49,2.46,3.1,3.1,2.66,2.89,2.79,D
D,Neopentane ... Pentane,complex,13,H,0.63,0.42,4.5,5.78,2.82,1.63,2.43,2.43,1.89,2.45,2.44,3.1,3.1,2.65,2.84,2.74,D
D,Neopentane ... Pentane,complex,14,C,0.76,0.66,12.0,11.96,9.18,9.9,7.86,7.84,7.89,29.9,29.86,3.59,3.57,3.28,3.36,3.36,D
D,Neopentane ... Pentane,complex,15,H,0.61,0.41,4.5,5.78,2.75,1.81,2.39,2.38,1.86,2.4,2.4,3.1,3.1,2.63,2.83,2.73,D
D,Neopentane ... Pentane,complex,16,H,0.59,0.39,4.5,5.78,2.67,1.88,2.25,2.24,1.75,2.26,2.26,3.1,3.1,2.61,2.81,2.71,D
D,Neopentane ... Pentane,complex,17,H,0.61,0.43,4.5,5.78,2.76,1.82,2.5,2.39,1.95,2.42,2.4,3.1,3.1,2.63,2.85,2.75,D
D,Neopentane ... Pentane,complex,18,C,0.85,0.67,12.0,11.96,10.18,11.76,8.07,8.04,8.1,29.4,29.3,3.59,3.57,3.4,3.37,3.37,D
D,Neopentane ... Pentane,complex,19,C,0.79,0.69,12.0,11.96,9.42,8.95,8.2,8.17,8.23,31.06,30.94,3.59,3.57,3.31,3.38,3.38,D
D,Neopentane ... Pentane,complex,20,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.56,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Pentane,complex,21,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.56,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Neopentane ... Pentane,complex,22,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.56,2.55,3.1,3.1,2.66,2.86,2.76,D
