label,fragment,i_atom,species,hirsh_ratios,vv_ratios,alpha_0_free,alpha_0_vv_free,alpha_0_hirsh,alpha_0_rsscs,alpha_0_vv,alpha_0_vv[nm],alpha_0_vvcorr,Rvdw_free,Rvdw_17_free,Rvdw_hirsh,Rvdw_vv17,Rvdw_vvcorr17
Anthracene,crystal,10,H,0.76,0.9,4.5,5.78,3.43,2.37,5.21,5.21,4.06,3.1,3.1,2.83,3.17,3.05
Anthracene,crystal,11,H,0.76,0.9,4.5,5.78,3.43,2.14,5.21,5.21,4.06,3.1,3.1,2.83,3.17,3.05
Anthracene,crystal,12,H,0.76,0.9,4.5,5.78,3.43,2.37,5.22,5.21,4.06,3.1,3.1,2.83,3.17,3.05
Anthracene,crystal,13,H,0.77,0.86,4.5,5.78,3.46,2.44,4.99,4.88,3.89,3.1,3.1,2.84,3.15,3.04
Anthracene,crystal,14,H,0.77,0.86,4.5,5.78,3.46,2.84,4.99,4.88,3.89,3.1,3.1,2.84,3.15,3.04
Anthracene,crystal,15,H,0.77,0.86,4.5,5.78,3.46,2.44,4.99,4.88,3.89,3.1,3.1,2.84,3.15,3.04
Anthracene,crystal,16,H,0.77,0.86,4.5,5.78,3.46,2.84,4.99,4.88,3.89,3.1,3.1,2.84,3.15,3.04
Anthracene,crystal,17,H,0.72,0.89,4.5,5.78,3.24,2.44,5.16,5.16,4.02,3.1,3.1,2.78,3.16,3.05
Anthracene,crystal,18,H,0.72,0.89,4.5,5.78,3.24,2.52,5.16,5.15,4.02,3.1,3.1,2.78,3.16,3.05
Anthracene,crystal,19,H,0.72,0.89,4.5,5.78,3.24,2.44,5.16,5.15,4.01,3.1,3.1,2.78,3.16,3.05
Anthracene,crystal,20,H,0.72,0.89,4.5,5.78,3.24,2.52,5.16,5.15,4.02,3.1,3.1,2.78,3.16,3.05
Anthracene,crystal,21,C,0.83,0.87,12.0,11.96,9.99,10.34,10.39,10.38,10.42,3.59,3.57,3.38,3.49,3.49
Anthracene,crystal,22,C,0.83,0.87,12.0,11.96,9.99,9.36,10.39,10.38,10.42,3.59,3.57,3.38,3.49,3.49
Anthracene,crystal,23,C,0.83,0.87,12.0,11.96,9.99,10.34,10.39,10.38,10.43,3.59,3.57,3.38,3.49,3.49
Anthracene,crystal,24,C,0.83,0.87,12.0,11.96,9.99,9.36,10.39,10.38,10.43,3.59,3.57,3.38,3.49,3.49
Anthracene,crystal,25,C,0.84,0.87,12.0,11.96,10.03,9.87,10.37,10.36,10.4,3.59,3.57,3.38,3.49,3.49
Anthracene,crystal,26,C,0.84,0.87,12.0,11.96,10.03,8.65,10.37,10.36,10.4,3.59,3.57,3.38,3.49,3.49
Anthracene,crystal,27,C,0.84,0.87,12.0,11.96,10.03,9.87,10.37,10.36,10.4,3.59,3.57,3.38,3.49,3.49
Anthracene,crystal,28,C,0.84,0.87,12.0,11.96,10.03,8.65,10.37,10.36,10.4,3.59,3.57,3.38,3.49,3.49
Anthracene,crystal,29,C,0.86,0.81,12.0,11.96,10.3,10.58,9.73,9.69,9.76,3.59,3.57,3.41,3.46,3.46
Anthracene,crystal,30,C,0.86,0.81,12.0,11.96,10.3,9.14,9.73,9.69,9.76,3.59,3.57,3.41,3.46,3.46
Anthracene,crystal,31,C,0.86,0.81,12.0,11.96,10.3,10.58,9.73,9.69,9.76,3.59,3.57,3.41,3.46,3.46
Anthracene,crystal,32,C,0.86,0.81,12.0,11.96,10.3,9.14,9.73,9.69,9.76,3.59,3.57,3.41,3.46,3.46
Anthracene,crystal,33,C,0.85,0.88,12.0,11.96,10.14,10.12,10.52,10.45,10.55,3.59,3.57,3.39,3.5,3.5
Anthracene,crystal,34,C,0.85,0.88,12.0,11.96,10.14,10.75,10.52,10.44,10.55,3.59,3.57,3.39,3.5,3.5
Anthracene,crystal,35,C,0.85,0.88,12.0,11.96,10.14,10.12,10.52,10.44,10.55,3.59,3.57,3.39,3.5,3.5
Anthracene,crystal,36,C,0.85,0.88,12.0,11.96,10.14,10.75,10.52,10.44,10.55,3.59,3.57,3.39,3.5,3.5
Anthracene,crystal,37,C,0.86,0.82,12.0,11.96,10.33,10.43,9.85,9.81,9.88,3.59,3.57,3.41,3.47,3.47
Anthracene,crystal,38,C,0.86,0.82,12.0,11.96,10.33,9.08,9.85,9.81,9.88,3.59,3.57,3.41,3.47,3.47
Anthracene,crystal,39,C,0.86,0.82,12.0,11.96,10.33,10.43,9.85,9.81,9.88,3.59,3.57,3.41,3.47,3.47
Anthracene,crystal,40,C,0.86,0.82,12.0,11.96,10.33,9.08,9.85,9.81,9.88,3.59,3.57,3.41,3.47,3.47
Anthracene,crystal,41,C,0.84,0.89,12.0,11.96,10.13,9.59,10.61,10.6,10.64,3.59,3.57,3.39,3.5,3.5
Anthracene,crystal,42,C,0.84,0.89,12.0,11.96,10.13,9.09,10.61,10.6,10.64,3.59,3.57,3.39,3.5,3.5
Anthracene,crystal,43,C,0.84,0.89,12.0,11.96,10.13,9.59,10.61,10.6,10.64,3.59,3.57,3.39,3.5,3.5
Anthracene,crystal,44,C,0.84,0.89,12.0,11.96,10.13,9.09,10.61,10.6,10.64,3.59,3.57,3.39,3.5,3.5
Anthracene,crystal,45,C,0.83,0.88,12.0,11.96,10.01,9.88,10.53,10.52,10.56,3.59,3.57,3.38,3.5,3.5
Anthracene,crystal,46,C,0.83,0.88,12.0,11.96,10.01,9.29,10.53,10.52,10.56,3.59,3.57,3.38,3.5,3.5
Anthracene,crystal,47,C,0.83,0.88,12.0,11.96,10.01,9.88,10.53,10.52,10.56,3.59,3.57,3.38,3.5,3.5
Anthracene,crystal,48,C,0.83,0.88,12.0,11.96,10.01,9.29,10.53,10.52,10.56,3.59,3.57,3.38,3.5,3.5
Anthracene,molecule,1,C,0.81,0.68,12.0,11.96,9.78,9.79,8.19,8.18,8.21,3.59,3.57,3.35,3.38,3.38
Anthracene,molecule,2,C,0.82,0.69,12.0,11.96,9.84,9.27,8.26,8.25,8.29,3.59,3.57,3.36,3.38,3.38
Anthracene,molecule,3,C,0.85,0.68,12.0,11.96,10.18,8.35,8.13,8.1,8.15,3.59,3.57,3.4,3.37,3.37
Anthracene,molecule,4,C,0.85,0.68,12.0,11.96,10.18,8.35,8.13,8.1,8.15,3.59,3.57,3.4,3.37,3.37
Anthracene,molecule,5,C,0.82,0.69,12.0,11.96,9.84,9.27,8.26,8.25,8.29,3.59,3.57,3.36,3.38,3.38
Anthracene,molecule,6,C,0.81,0.68,12.0,11.96,9.78,9.79,8.19,8.18,8.21,3.59,3.57,3.35,3.38,3.38
Anthracene,molecule,7,C,0.82,0.7,12.0,11.96,9.87,9.97,8.32,8.31,8.35,3.59,3.57,3.36,3.38,3.39
Anthracene,molecule,8,C,0.82,0.7,12.0,11.96,9.87,9.97,8.32,8.31,8.35,3.59,3.57,3.36,3.38,3.39
Anthracene,molecule,9,C,0.85,0.68,12.0,11.96,10.18,8.35,8.13,8.1,8.15,3.59,3.57,3.4,3.37,3.37
Anthracene,molecule,10,C,0.85,0.68,12.0,11.96,10.18,8.35,8.13,8.1,8.15,3.59,3.57,3.4,3.37,3.37
Anthracene,molecule,11,C,0.82,0.69,12.0,11.96,9.84,9.27,8.26,8.25,8.29,3.59,3.57,3.36,3.38,3.38
Anthracene,molecule,12,H,0.63,0.42,4.5,5.78,2.83,2.07,2.41,2.41,1.88,3.1,3.1,2.66,2.83,2.73
Anthracene,molecule,13,C,0.81,0.68,12.0,11.96,9.78,9.79,8.19,8.18,8.21,3.59,3.57,3.35,3.38,3.38
Anthracene,molecule,14,C,0.81,0.68,12.0,11.96,9.78,9.79,8.19,8.18,8.21,3.59,3.57,3.35,3.38,3.38
Anthracene,molecule,15,C,0.82,0.69,12.0,11.96,9.84,9.27,8.26,8.25,8.29,3.59,3.57,3.36,3.38,3.38
Anthracene,molecule,16,H,0.65,0.44,4.5,5.78,2.9,2.03,2.56,2.56,2.0,3.1,3.1,2.68,2.86,2.76
Anthracene,molecule,17,H,0.61,0.39,4.5,5.78,2.75,2.11,2.25,2.25,1.75,3.1,3.1,2.63,2.81,2.71
Anthracene,molecule,18,H,0.63,0.42,4.5,5.78,2.83,2.07,2.41,2.41,1.88,3.1,3.1,2.66,2.83,2.73
Anthracene,molecule,19,H,0.63,0.42,4.5,5.78,2.83,2.07,2.41,2.41,1.88,3.1,3.1,2.66,2.83,2.73
Anthracene,molecule,20,H,0.61,0.39,4.5,5.78,2.75,2.11,2.25,2.25,1.75,3.1,3.1,2.63,2.81,2.71
Anthracene,molecule,21,H,0.65,0.44,4.5,5.78,2.9,2.03,2.56,2.56,2.0,3.1,3.1,2.68,2.86,2.76
Anthracene,molecule,22,H,0.61,0.39,4.5,5.78,2.75,2.11,2.25,2.25,1.75,3.1,3.1,2.63,2.81,2.71
Anthracene,molecule,23,H,0.61,0.39,4.5,5.78,2.75,2.11,2.25,2.25,1.75,3.1,3.1,2.63,2.81,2.71
Anthracene,molecule,24,H,0.63,0.42,4.5,5.78,2.83,2.07,2.41,2.41,1.88,3.1,3.1,2.66,2.83,2.73
Benzene,crystal,1,H,0.73,0.86,4.5,5.78,3.28,2.32,5.0,5.0,3.89,3.1,3.1,2.79,3.15,3.04
Benzene,crystal,2,H,0.73,0.86,4.5,5.78,3.28,2.43,5.0,5.0,3.89,3.1,3.1,2.79,3.15,3.04
Benzene,crystal,3,H,0.73,0.86,4.5,5.78,3.28,2.43,5.0,5.0,3.89,3.1,3.1,2.79,3.15,3.04
Benzene,crystal,4,H,0.73,0.86,4.5,5.78,3.28,2.22,5.0,5.0,3.89,3.1,3.1,2.79,3.15,3.04
Benzene,crystal,5,H,0.73,0.87,4.5,5.78,3.28,2.32,5.0,5.0,3.89,3.1,3.1,2.79,3.15,3.04
Benzene,crystal,6,H,0.73,0.86,4.5,5.78,3.28,2.43,5.0,5.0,3.89,3.1,3.1,2.79,3.15,3.04
Benzene,crystal,7,H,0.73,0.87,4.5,5.78,3.28,2.43,5.0,5.0,3.89,3.1,3.1,2.79,3.15,3.04
Benzene,crystal,8,H,0.73,0.86,4.5,5.78,3.28,2.22,5.0,5.0,3.89,3.1,3.1,2.79,3.15,3.04
Benzene,crystal,9,H,0.74,0.87,4.5,5.78,3.32,2.35,5.04,5.04,3.93,3.1,3.1,2.8,3.15,3.04
Benzene,crystal,10,H,0.74,0.87,4.5,5.78,3.32,2.47,5.04,5.04,3.93,3.1,3.1,2.8,3.15,3.04
Benzene,crystal,11,H,0.74,0.87,4.5,5.78,3.32,2.28,5.04,5.04,3.93,3.1,3.1,2.8,3.15,3.04
Benzene,crystal,12,H,0.74,0.87,4.5,5.78,3.32,2.54,5.04,5.04,3.93,3.1,3.1,2.8,3.15,3.04
Benzene,crystal,13,H,0.74,0.87,4.5,5.78,3.32,2.35,5.04,5.04,3.93,3.1,3.1,2.8,3.15,3.04
Benzene,crystal,14,H,0.74,0.87,4.5,5.78,3.32,2.47,5.04,5.04,3.93,3.1,3.1,2.8,3.15,3.04
Benzene,crystal,15,H,0.74,0.87,4.5,5.78,3.32,2.28,5.04,5.04,3.93,3.1,3.1,2.8,3.15,3.04
Benzene,crystal,16,H,0.74,0.87,4.5,5.78,3.32,2.54,5.04,5.04,3.93,3.1,3.1,2.8,3.15,3.04
Benzene,crystal,17,H,0.74,0.86,4.5,5.78,3.32,2.33,4.95,4.95,3.86,3.1,3.1,2.8,3.14,3.03
Benzene,crystal,18,H,0.74,0.86,4.5,5.78,3.32,2.24,4.95,4.95,3.86,3.1,3.1,2.8,3.14,3.03
Benzene,crystal,19,H,0.74,0.86,4.5,5.78,3.32,2.44,4.95,4.95,3.86,3.1,3.1,2.8,3.14,3.03
Benzene,crystal,20,H,0.74,0.86,4.5,5.78,3.32,2.47,4.95,4.95,3.86,3.1,3.1,2.8,3.14,3.03
Benzene,crystal,21,H,0.74,0.86,4.5,5.78,3.32,2.33,4.95,4.95,3.86,3.1,3.1,2.8,3.14,3.03
Benzene,crystal,22,H,0.74,0.86,4.5,5.78,3.32,2.24,4.95,4.95,3.86,3.1,3.1,2.8,3.14,3.03
Benzene,crystal,23,H,0.74,0.86,4.5,5.78,3.32,2.44,4.95,4.95,3.86,3.1,3.1,2.8,3.14,3.03
Benzene,crystal,24,H,0.74,0.86,4.5,5.78,3.32,2.47,4.95,4.95,3.86,3.1,3.1,2.8,3.14,3.03
Benzene,crystal,25,C,0.83,0.86,12.0,11.96,9.99,9.95,10.34,10.33,10.37,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,26,C,0.83,0.86,12.0,11.96,9.99,10.07,10.34,10.33,10.37,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,27,C,0.83,0.86,12.0,11.96,9.99,10.07,10.34,10.33,10.37,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,28,C,0.83,0.86,12.0,11.96,9.99,9.87,10.34,10.33,10.37,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,29,C,0.83,0.86,12.0,11.96,9.99,9.95,10.34,10.33,10.37,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,30,C,0.83,0.86,12.0,11.96,9.99,10.07,10.34,10.33,10.37,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,31,C,0.83,0.86,12.0,11.96,9.99,10.07,10.34,10.33,10.37,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,32,C,0.83,0.86,12.0,11.96,9.99,9.87,10.34,10.33,10.37,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,33,C,0.83,0.86,12.0,11.96,9.99,9.96,10.3,10.29,10.33,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,34,C,0.83,0.86,12.0,11.96,9.99,10.06,10.3,10.29,10.33,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,35,C,0.83,0.86,12.0,11.96,9.99,9.74,10.3,10.29,10.33,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,36,C,0.83,0.86,12.0,11.96,9.99,10.0,10.3,10.29,10.33,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,37,C,0.83,0.86,12.0,11.96,9.99,9.96,10.3,10.29,10.33,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,38,C,0.83,0.86,12.0,11.96,9.99,10.06,10.3,10.29,10.33,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,39,C,0.83,0.86,12.0,11.96,9.99,9.74,10.3,10.29,10.33,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,40,C,0.83,0.86,12.0,11.96,9.99,10.0,10.3,10.29,10.33,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,41,C,0.83,0.87,12.0,11.96,10.0,9.93,10.37,10.36,10.41,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,42,C,0.83,0.87,12.0,11.96,10.0,9.78,10.37,10.36,10.41,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,43,C,0.83,0.87,12.0,11.96,10.0,10.09,10.37,10.36,10.41,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,44,C,0.83,0.87,12.0,11.96,10.0,10.08,10.37,10.36,10.41,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,45,C,0.83,0.87,12.0,11.96,10.0,9.93,10.37,10.36,10.41,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,46,C,0.83,0.87,12.0,11.96,10.0,9.78,10.37,10.36,10.41,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,47,C,0.83,0.87,12.0,11.96,10.0,10.09,10.37,10.36,10.41,3.59,3.57,3.38,3.49,3.49
Benzene,crystal,48,C,0.83,0.87,12.0,11.96,10.0,10.08,10.37,10.36,10.41,3.59,3.57,3.38,3.49,3.49
Benzene,molecule,1,H,0.61,0.39,4.5,5.78,2.75,2.18,2.25,2.25,1.76,3.1,3.1,2.63,2.81,2.71
Benzene,molecule,2,H,0.61,0.39,4.5,5.78,2.75,2.18,2.25,2.25,1.76,3.1,3.1,2.63,2.81,2.71
Benzene,molecule,3,H,0.61,0.39,4.5,5.78,2.75,2.19,2.25,2.25,1.76,3.1,3.1,2.63,2.81,2.71
Benzene,molecule,4,H,0.61,0.39,4.5,5.78,2.75,2.18,2.25,2.25,1.76,3.1,3.1,2.63,2.81,2.71
Benzene,molecule,5,H,0.61,0.39,4.5,5.78,2.75,2.18,2.25,2.25,1.76,3.1,3.1,2.63,2.81,2.71
Benzene,molecule,6,H,0.61,0.39,4.5,5.78,2.75,2.18,2.25,2.25,1.76,3.1,3.1,2.63,2.81,2.71
Benzene,molecule,7,C,0.82,0.69,12.0,11.96,9.81,8.89,8.22,8.21,8.24,3.59,3.57,3.36,3.38,3.38
Benzene,molecule,8,C,0.82,0.69,12.0,11.96,9.81,8.89,8.22,8.21,8.24,3.59,3.57,3.36,3.38,3.38
Benzene,molecule,9,C,0.82,0.69,12.0,11.96,9.81,8.89,8.22,8.21,8.24,3.59,3.57,3.36,3.38,3.38
Benzene,molecule,10,C,0.82,0.69,12.0,11.96,9.81,8.89,8.22,8.21,8.24,3.59,3.57,3.36,3.38,3.38
Benzene,molecule,11,C,0.82,0.69,12.0,11.96,9.81,8.89,8.22,8.21,8.24,3.59,3.57,3.36,3.38,3.38
Benzene,molecule,12,C,0.82,0.69,12.0,11.96,9.81,8.89,8.21,8.2,8.24,3.59,3.57,3.36,3.38,3.38
CO2,crystal,1,C,0.84,0.88,12.0,11.96,10.08,9.83,10.52,10.51,10.55,3.59,3.57,3.39,3.5,3.5
CO2,crystal,2,C,0.84,0.88,12.0,11.96,10.08,9.83,10.52,10.51,10.55,3.59,3.57,3.39,3.5,3.5
CO2,crystal,3,C,0.84,0.88,12.0,11.96,10.08,9.83,10.52,10.51,10.55,3.59,3.57,3.39,3.5,3.5
CO2,crystal,4,C,0.84,0.88,12.0,11.96,10.08,9.83,10.52,10.51,10.55,3.59,3.57,3.39,3.5,3.5
CO2,crystal,5,O,0.9,1.52,5.4,5.36,4.88,3.84,8.13,8.13,8.19,3.19,3.18,3.08,3.37,3.38
CO2,crystal,6,O,0.9,1.52,5.4,5.36,4.88,3.84,8.13,8.13,8.19,3.19,3.18,3.08,3.37,3.38
CO2,crystal,7,O,0.9,1.52,5.4,5.36,4.88,4.88,8.13,8.13,8.19,3.19,3.18,3.08,3.37,3.38
CO2,crystal,8,O,0.9,1.52,5.4,5.36,4.88,4.88,8.13,8.13,8.19,3.19,3.18,3.08,3.37,3.38
CO2,crystal,9,O,0.9,1.52,5.4,5.36,4.88,4.88,8.13,8.13,8.19,3.19,3.18,3.08,3.37,3.38
CO2,crystal,10,O,0.9,1.52,5.4,5.36,4.88,4.88,8.13,8.13,8.19,3.19,3.18,3.08,3.37,3.38
CO2,crystal,11,O,0.9,1.52,5.4,5.36,4.88,3.84,8.13,8.13,8.19,3.19,3.18,3.08,3.37,3.38
CO2,crystal,12,O,0.9,1.52,5.4,5.36,4.88,3.84,8.13,8.13,8.19,3.19,3.18,3.08,3.37,3.38
CO2,molecule,1,C,0.76,0.47,12.0,11.96,9.07,8.5,5.64,5.64,5.66,3.59,3.57,3.27,3.2,3.2
CO2,molecule,2,O,0.89,0.95,5.4,5.36,4.81,4.6,5.07,5.07,5.11,3.19,3.18,3.07,3.15,3.16
CO2,molecule,3,O,0.89,0.95,5.4,5.36,4.81,4.6,5.07,5.07,5.11,3.19,3.18,3.07,3.15,3.16
Cyanamide,crystal,1,H,0.78,0.76,4.5,5.78,3.51,3.15,4.37,4.3,3.4,3.1,3.1,2.85,3.09,2.98
Cyanamide,crystal,2,H,0.78,0.76,4.5,5.78,3.51,3.14,4.37,4.3,3.4,3.1,3.1,2.85,3.09,2.98
Cyanamide,crystal,3,H,0.78,0.76,4.5,5.78,3.51,3.44,4.37,4.3,3.4,3.1,3.1,2.85,3.09,2.98
Cyanamide,crystal,4,H,0.78,0.76,4.5,5.78,3.51,3.17,4.37,4.3,3.4,3.1,3.1,2.85,3.09,2.98
Cyanamide,crystal,5,H,0.78,0.76,4.5,5.78,3.51,3.15,4.37,4.3,3.4,3.1,3.1,2.85,3.09,2.98
Cyanamide,crystal,6,H,0.78,0.76,4.5,5.78,3.51,3.14,4.37,4.3,3.4,3.1,3.1,2.85,3.09,2.98
Cyanamide,crystal,7,H,0.78,0.76,4.5,5.78,3.51,3.45,4.37,4.3,3.4,3.1,3.1,2.85,3.09,2.98
Cyanamide,crystal,8,H,0.78,0.76,4.5,5.78,3.51,3.68,4.37,4.3,3.4,3.1,3.1,2.85,3.09,2.98
Cyanamide,crystal,9,H,0.78,0.76,4.5,5.78,3.52,3.11,4.42,4.34,3.44,3.1,3.1,2.86,3.09,2.98
Cyanamide,crystal,10,H,0.78,0.76,4.5,5.78,3.52,3.13,4.42,4.35,3.44,3.1,3.1,2.86,3.09,2.98
Cyanamide,crystal,11,H,0.78,0.76,4.5,5.78,3.52,3.12,4.42,4.34,3.44,3.1,3.1,2.86,3.09,2.98
Cyanamide,crystal,12,H,0.78,0.76,4.5,5.78,3.52,3.18,4.42,4.35,3.44,3.1,3.1,2.86,3.09,2.98
Cyanamide,crystal,13,H,0.78,0.76,4.5,5.78,3.52,3.1,4.42,4.34,3.44,3.1,3.1,2.86,3.09,2.98
Cyanamide,crystal,14,H,0.78,0.76,4.5,5.78,3.52,3.23,4.42,4.34,3.44,3.1,3.1,2.86,3.09,2.98
Cyanamide,crystal,15,H,0.78,0.76,4.5,5.78,3.52,3.12,4.42,4.34,3.44,3.1,3.1,2.86,3.09,2.98
Cyanamide,crystal,16,H,0.78,0.76,4.5,5.78,3.52,3.65,4.42,4.34,3.44,3.1,3.1,2.86,3.09,2.98
Cyanamide,crystal,17,C,0.83,0.89,12.0,11.96,9.96,9.33,10.66,10.66,10.69,3.59,3.57,3.37,3.51,3.51
Cyanamide,crystal,18,C,0.83,0.89,12.0,11.96,9.96,9.54,10.66,10.66,10.69,3.59,3.57,3.37,3.51,3.51
Cyanamide,crystal,19,C,0.83,0.89,12.0,11.96,9.96,10.04,10.66,10.66,10.69,3.59,3.57,3.37,3.51,3.51
Cyanamide,crystal,20,C,0.83,0.89,12.0,11.96,9.96,9.95,10.66,10.66,10.69,3.59,3.57,3.37,3.51,3.51
Cyanamide,crystal,21,C,0.83,0.89,12.0,11.96,9.96,9.37,10.66,10.66,10.69,3.59,3.57,3.37,3.51,3.51
Cyanamide,crystal,22,C,0.83,0.89,12.0,11.96,9.96,9.44,10.66,10.66,10.69,3.59,3.57,3.37,3.51,3.51
Cyanamide,crystal,23,C,0.83,0.89,12.0,11.96,9.96,10.09,10.66,10.66,10.69,3.59,3.57,3.37,3.51,3.51
Cyanamide,crystal,24,C,0.83,0.89,12.0,11.96,9.96,9.39,10.66,10.66,10.69,3.59,3.57,3.37,3.51,3.51
Cyanamide,crystal,25,N,0.85,1.14,7.4,7.81,6.26,6.44,8.89,8.89,8.42,3.34,3.33,3.16,3.42,3.39
Cyanamide,crystal,26,N,0.85,1.14,7.4,7.81,6.26,6.7,8.89,8.89,8.42,3.34,3.33,3.16,3.42,3.39
Cyanamide,crystal,27,N,0.85,1.14,7.4,7.81,6.26,5.96,8.89,8.89,8.42,3.34,3.33,3.16,3.42,3.39
Cyanamide,crystal,28,N,0.85,1.14,7.4,7.81,6.26,5.76,8.89,8.89,8.42,3.34,3.33,3.16,3.42,3.39
Cyanamide,crystal,29,N,0.85,1.14,7.4,7.81,6.26,6.46,8.89,8.89,8.42,3.34,3.33,3.16,3.42,3.39
Cyanamide,crystal,30,N,0.85,1.14,7.4,7.81,6.26,7.06,8.89,8.89,8.42,3.34,3.33,3.16,3.42,3.39
Cyanamide,crystal,31,N,0.85,1.14,7.4,7.81,6.26,5.98,8.89,8.89,8.42,3.34,3.33,3.16,3.42,3.39
Cyanamide,crystal,32,N,0.85,1.14,7.4,7.81,6.26,6.29,8.89,8.89,8.42,3.34,3.33,3.16,3.42,3.39
Cyanamide,crystal,33,N,0.88,1.32,7.4,7.81,6.53,6.38,10.32,10.25,9.77,3.34,3.33,3.2,3.49,3.46
Cyanamide,crystal,34,N,0.88,1.32,7.4,7.81,6.53,7.12,10.32,10.25,9.77,3.34,3.33,3.2,3.49,3.46
Cyanamide,crystal,35,N,0.88,1.32,7.4,7.81,6.53,6.53,10.32,10.25,9.77,3.34,3.33,3.2,3.49,3.46
Cyanamide,crystal,36,N,0.88,1.32,7.4,7.81,6.53,6.88,10.32,10.25,9.77,3.34,3.33,3.2,3.49,3.46
Cyanamide,crystal,37,N,0.88,1.32,7.4,7.81,6.53,6.37,10.32,10.25,9.77,3.34,3.33,3.2,3.49,3.46
Cyanamide,crystal,38,N,0.88,1.32,7.4,7.81,6.53,7.42,10.32,10.25,9.77,3.34,3.33,3.2,3.49,3.46
Cyanamide,crystal,39,N,0.88,1.32,7.4,7.81,6.53,6.53,10.32,10.25,9.77,3.34,3.33,3.2,3.49,3.46
Cyanamide,crystal,40,N,0.88,1.32,7.4,7.81,6.53,5.54,10.32,10.25,9.77,3.34,3.33,3.2,3.49,3.46
Cyanamide,molecule,1,H,0.54,0.27,4.5,5.78,2.41,2.02,1.57,1.57,1.22,3.1,3.1,2.52,2.67,2.57
Cyanamide,molecule,2,H,0.54,0.27,4.5,5.78,2.41,2.02,1.57,1.57,1.22,3.1,3.1,2.52,2.67,2.57
Cyanamide,molecule,3,C,0.82,0.6,12.0,11.96,9.8,9.03,7.23,7.23,7.25,3.59,3.57,3.36,3.32,3.32
Cyanamide,molecule,4,N,0.8,0.82,7.4,7.81,5.89,6.62,6.39,6.39,6.06,3.34,3.33,3.09,3.26,3.23
Cyanamide,molecule,5,N,0.97,0.97,7.4,7.81,7.17,6.98,7.55,7.55,7.15,3.34,3.33,3.31,3.34,3.31
Cytosine,crystal,1,H,0.8,0.7,4.5,5.78,3.62,3.67,4.05,4.03,3.16,3.1,3.1,2.88,3.05,2.95
Cytosine,crystal,2,H,0.8,0.7,4.5,5.78,3.62,3.26,4.05,4.03,3.16,3.1,3.1,2.88,3.05,2.95
Cytosine,crystal,3,H,0.8,0.7,4.5,5.78,3.62,3.56,4.05,4.03,3.16,3.1,3.1,2.88,3.05,2.95
Cytosine,crystal,4,H,0.8,0.7,4.5,5.78,3.62,3.47,4.05,4.03,3.16,3.1,3.1,2.88,3.05,2.95
Cytosine,crystal,5,H,0.78,0.73,4.5,5.78,3.51,3.05,4.22,4.14,3.29,3.1,3.1,2.85,3.07,2.96
Cytosine,crystal,6,H,0.78,0.73,4.5,5.78,3.51,3.05,4.22,4.14,3.29,3.1,3.1,2.85,3.07,2.96
Cytosine,crystal,7,H,0.78,0.73,4.5,5.78,3.51,3.27,4.22,4.14,3.29,3.1,3.1,2.85,3.07,2.96
Cytosine,crystal,8,H,0.78,0.73,4.5,5.78,3.51,3.2,4.22,4.14,3.29,3.1,3.1,2.85,3.07,2.96
Cytosine,crystal,9,H,0.77,0.71,4.5,5.78,3.46,3.0,4.13,4.05,3.22,3.1,3.1,2.84,3.06,2.95
Cytosine,crystal,10,H,0.77,0.71,4.5,5.78,3.46,2.99,4.13,4.05,3.22,3.1,3.1,2.84,3.06,2.95
Cytosine,crystal,11,H,0.77,0.71,4.5,5.78,3.46,2.85,4.13,4.05,3.22,3.1,3.1,2.84,3.06,2.95
Cytosine,crystal,12,H,0.77,0.71,4.5,5.78,3.46,2.82,4.13,4.05,3.22,3.1,3.1,2.84,3.06,2.95
Cytosine,crystal,13,H,0.76,0.83,4.5,5.78,3.42,2.36,4.77,4.7,3.72,3.1,3.1,2.83,3.13,3.02
Cytosine,crystal,14,H,0.76,0.83,4.5,5.78,3.42,2.42,4.77,4.7,3.72,3.1,3.1,2.83,3.13,3.02
Cytosine,crystal,15,H,0.76,0.83,4.5,5.78,3.42,2.12,4.77,4.7,3.72,3.1,3.1,2.83,3.13,3.02
